"Day","Items","Note","Amount"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"69","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"69","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"69","Salary Expense","Cash Payment - Salary Expense","26343"
"69","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 12003","300"
"69","Rental Expense","Cash Payment - RentalNew York","8040"
"69","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","39"
"69","Rental Expense","Cash Payment - RentalDetroit","1200"
"69","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"69","Rental Expense","Cash Payment - RentalChicago","1480"
"69","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"69","Rental Expense","Cash Payment - RentalMiami","1200"
"68","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"68","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"68","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"68","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"68","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"68","Salary Expense","Cash Payment - Salary Expense","26343"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11629","200"
"68","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 11814","200"
"68","Rental Expense","Cash Payment - RentalNew York","8040"
"68","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","48"
"68","Rental Expense","Cash Payment - RentalDetroit","1200"
"68","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"68","Rental Expense","Cash Payment - RentalChicago","1480"
"68","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"68","Rental Expense","Cash Payment - RentalMiami","1200"
"67","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"67","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"67","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"67","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"67","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"67","Salary Expense","Cash Payment - Salary Expense","26343"
"67","Shipping Expense","Cash Payment - Move Stock ID: 11024","10860"
"67","Rental Expense","Cash Payment - RentalNew York","8040"
"67","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","405"
"67","Rental Expense","Cash Payment - RentalDetroit","1200"
"67","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"67","Rental Expense","Cash Payment - RentalChicago","1480"
"67","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"67","Rental Expense","Cash Payment - RentalMiami","1200"
"66","Human Resource Expense","Attended Training","15000"
"66","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"66","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"66","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"66","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"66","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"66","Salary Expense","Cash Payment - Salary Expense","26343"
"66","Rental Expense","Cash Payment - RentalNew York","8040"
"66","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2880"
"66","Rental Expense","Cash Payment - RentalDetroit","1200"
"66","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"66","Rental Expense","Cash Payment - RentalChicago","1480"
"66","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"66","Rental Expense","Cash Payment - RentalMiami","1200"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"65","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"65","Human Resource Expense","Attended Training","15000"
"65","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"65","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"65","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"65","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"65","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"65","Salary Expense","Cash Payment - Salary Expense","26343"
"65","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"65","Rental Expense","Cash Payment - RentalNew York","8040"
"65","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3207"
"65","Rental Expense","Cash Payment - RentalDetroit","1200"
"65","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"65","Rental Expense","Cash Payment - RentalChicago","1480"
"65","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"65","Rental Expense","Cash Payment - RentalMiami","1200"
"64","Human Resource Expense","Attended Training","15000"
"64","Human Resource Expense","Attended Training","15000"
"64","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"64","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"64","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"64","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"64","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"64","Salary Expense","Cash Payment - Salary Expense","25257"
"64","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"64","Rental Expense","Cash Payment - RentalNew York","8040"
"64","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3207"
"64","Rental Expense","Cash Payment - RentalDetroit","1200"
"64","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"64","Rental Expense","Cash Payment - RentalChicago","1480"
"64","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"64","Rental Expense","Cash Payment - RentalMiami","1200"
"63","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"63","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"63","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"63","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"63","Salary Expense","Cash Payment - Salary Expense","25257"
"63","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"63","Rental Expense","Cash Payment - RentalNew York","8040"
"63","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3210"
"63","Rental Expense","Cash Payment - RentalDetroit","1200"
"63","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"63","Rental Expense","Cash Payment - RentalChicago","1480"
"63","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"63","Rental Expense","Cash Payment - RentalMiami","1200"
"62","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"62","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"62","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"62","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"62","Salary Expense","Cash Payment - Salary Expense","25257"
"62","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"62","Rental Expense","Cash Payment - RentalNew York","8040"
"62","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3207"
"62","Rental Expense","Cash Payment - RentalDetroit","1200"
"62","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"62","Rental Expense","Cash Payment - RentalChicago","1480"
"62","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"62","Rental Expense","Cash Payment - RentalMiami","1200"
"61","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","60000"
"61","Human Resource Expense","Counselled","2000"
"61","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"61","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"61","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"61","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"61","Salary Expense","Cash Payment - Salary Expense","25257"
"61","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","2368"
"61","Rental Expense","Cash Payment - RentalNew York","2680"
"61","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3198"
"61","Rental Expense","Cash Payment - RentalDetroit","1200"
"61","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"61","Rental Expense","Cash Payment - RentalChicago","1480"
"61","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"61","Rental Expense","Cash Payment - RentalMiami","1200"
"60","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"60","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"60","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"60","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"60","Salary Expense","Cash Payment - Salary Expense","23857"
"60","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","2590"
"60","Rental Expense","Cash Payment - RentalNew York","2680"
"60","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3351"
"60","Rental Expense","Cash Payment - RentalDetroit","1200"
"60","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"60","Rental Expense","Cash Payment - RentalChicago","1480"
"60","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"59","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"59","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"59","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"59","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"59","Salary Expense","Cash Payment - Salary Expense","22977"
"59","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"59","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","2812"
"59","Rental Expense","Cash Payment - RentalNew York","2680"
"59","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3348"
"59","Rental Expense","Cash Payment - RentalDetroit","1200"
"59","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"59","Rental Expense","Cash Payment - RentalChicago","1480"
"59","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"58","Human Resource Expense","Counselled","2000"
"58","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"58","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"58","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"58","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"58","Salary Expense","Cash Payment - Salary Expense","22977"
"58","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"58","Rental Expense","Cash Payment - RentalNew York","2680"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","3339"
"58","Rental Expense","Cash Payment - RentalDetroit","1200"
"58","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"58","Rental Expense","Cash Payment - RentalChicago","1480"
"58","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"57","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"57","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"57","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"57","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"57","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"57","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"57","Salary Expense","Cash Payment - Salary Expense","22977"
"57","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"57","Rental Expense","Cash Payment - RentalNew York","2680"
"57","Rental Expense","Cash Payment - RentalDetroit","1200"
"57","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"57","Rental Expense","Cash Payment - RentalChicago","1480"
"57","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"56","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"56","Human Resource Expense","Counselled","2000"
"56","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"56","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"56","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"56","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"56","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"56","Salary Expense","Cash Payment - Salary Expense","22627"
"56","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"56","Rental Expense","Cash Payment - RentalNew York","2680"
"56","Rental Expense","Cash Payment - RentalDetroit","1200"
"56","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"56","Rental Expense","Cash Payment - RentalChicago","1480"
"56","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"55","Human Resource Expense","Attended Training","15000"
"55","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"55","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"55","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"55","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"55","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"55","Salary Expense","Cash Payment - Salary Expense","21466"
"55","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"55","Rental Expense","Cash Payment - RentalNew York","2680"
"55","Rental Expense","Cash Payment - RentalDetroit","1200"
"55","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"55","Rental Expense","Cash Payment - RentalChicago","1480"
"55","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"54","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"54","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"54","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"54","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"54","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"54","Salary Expense","Cash Payment - Salary Expense","21466"
"54","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"54","Rental Expense","Cash Payment - RentalNew York","2680"
"54","Rental Expense","Cash Payment - RentalDetroit","1200"
"54","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"54","Rental Expense","Cash Payment - RentalChicago","1480"
"54","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"53","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"53","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"53","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"53","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"53","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"53","Salary Expense","Cash Payment - Salary Expense","21466"
"53","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8833","200"
"53","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"53","Rental Expense","Cash Payment - RentalNew York","2680"
"53","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","405"
"53","Rental Expense","Cash Payment - RentalDetroit","1200"
"53","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"53","Rental Expense","Cash Payment - RentalChicago","1480"
"53","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"52","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"52","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"52","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"52","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"52","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"52","Salary Expense","Cash Payment - Salary Expense","21834"
"52","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8653","100"
"52","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8672","200"
"52","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"52","Rental Expense","Cash Payment - RentalNew York","2680"
"52","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","408"
"52","Rental Expense","Cash Payment - RentalDetroit","1200"
"52","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"52","Rental Expense","Cash Payment - RentalChicago","1480"
"52","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"51","Human Resource Expense","Staff Transfer","15000"
"51","Human Resource Expense","Counselled","2000"
"51","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"51","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"51","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"51","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"51","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"51","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"51","Salary Expense","Cash Payment - Salary Expense","21834"
"51","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8388","200"
"51","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8473","200"
"51","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"51","Rental Expense","Cash Payment - RentalNew York","2680"
"51","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","420"
"51","Rental Expense","Cash Payment - RentalDetroit","1200"
"51","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"51","Rental Expense","Cash Payment - RentalChicago","1480"
"51","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"50","Human Resource Expense","Counselled","2000"
"50","Human Resource Expense","Staff Dismiss","46000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"50","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"50","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"50","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"50","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"50","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"50","Salary Expense","Cash Payment - Salary Expense","21834"
"50","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8288","200"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"50","Rental Expense","Cash Payment - RentalNew York","2680"
"50","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","615"
"50","Rental Expense","Cash Payment - RentalDetroit","1200"
"50","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"50","Rental Expense","Cash Payment - RentalChicago","1480"
"50","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"49","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"49","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"49","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"49","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"49","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"49","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"49","Salary Expense","Cash Payment - Salary Expense","21419"
"49","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8085","400"
"49","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 8108","700"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"49","Rental Expense","Cash Payment - RentalNew York","2680"
"49","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","810"
"49","Rental Expense","Cash Payment - RentalDetroit","1200"
"49","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"49","Rental Expense","Cash Payment - RentalChicago","1480"
"49","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"48","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"48","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"48","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"48","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"48","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"48","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"48","Salary Expense","Cash Payment - Salary Expense","21419"
"48","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7910","200"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"48","Rental Expense","Cash Payment - RentalNew York","2680"
"48","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","834"
"48","Rental Expense","Cash Payment - RentalDetroit","1200"
"48","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"48","Rental Expense","Cash Payment - RentalChicago","1480"
"48","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"47","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"47","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"47","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"47","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"47","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"47","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"47","Salary Expense","Cash Payment - Salary Expense","21033"
"47","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7707","200"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"47","Rental Expense","Cash Payment - RentalNew York","2680"
"47","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","939"
"47","Rental Expense","Cash Payment - RentalDetroit","1200"
"47","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"47","Rental Expense","Cash Payment - RentalChicago","1480"
"47","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"46","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"46","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"46","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
